content,label,type,content_without_emojis,content_preprocessed
grand choix de qualité,pos,commentaire,grand choix de qualité,"['grand', 'choix', 'qualité']"
bien bien bien,pos,commentaire,bien bien bien,"['bien', 'bien', 'bien']"
j'ai retourné un article en lettre simple et apparemment jamais reçu 🤔 jamais eu ce soucis avec les autres prestataires de même type. donc je suis un peu perplexe.,neg,commentaire,j'ai retourné un article en lettre simple et apparemment jamais reçu :visage_en_pleine_réflexion: jamais eu ce soucis avec les autres prestataires de même type. donc je suis un peu perplexe.,"['jai', 'retourner', 'article', 'lettre', 'simple', 'apparemment', 'jamais', 'recevoir', 'visageenpleineréflexion', 'jamais', 'souci', 'prestataire', 'type', 'perplexe']"
trop trop bon !,pos,commentaire,trop trop bon !,"['trop', 'trop', 'bon']"
"j’ai commandé un lave-linge le 27 novembre, pour apprendre, lorsque j’ai appelé le 18 décembre, (car aucune nouvelle d’eux) que le fournisseur a fait arrêté sa fabrication ! on me propose soit de choisir un autre produit, soit un remboursement. je choisi le remboursement le 18 décembre qui m’a été confirmé le 24 mais au 2 janvier, toujours rien ! je contact paypal qui me dit que abribat a émis un remboursement en différé et ne l’a pas validé ! du coup je ne suis pas remboursée et eux prennent tout leur temps pour me rendre mon argent. c’est de l’abus de confiance ! je viens de leur envoyer message et donc j’ai dû ouvrir un nouveau ticket car pour eux l’affaire est classée bien évidemment ! ils ne sont vraiment pas sérieux et si vous ne vous renseigniez pas par message ils attendent sagement sans vous contacter pour vous informer d’un éventuel problème et pendant ce temps encaissent votre argent ! plus jamais chez eux et un conseil fuyez !",neg,commentaire,"j’ai commandé un lave-linge le 27 novembre, pour apprendre, lorsque j’ai appelé le 18 décembre, (car aucune nouvelle d’eux) que le fournisseur a fait arrêté sa fabrication ! on me propose soit de choisir un autre produit, soit un remboursement. je choisi le remboursement le 18 décembre qui m’a été confirmé le 24 mais au 2 janvier, toujours rien ! je contact paypal qui me dit que abribat a émis un remboursement en différé et ne l’a pas validé ! du coup je ne suis pas remboursée et eux prennent tout leur temps pour me rendre mon argent. c’est de l’abus de confiance ! je viens de leur envoyer message et donc j’ai dû ouvrir un nouveau ticket car pour eux l’affaire est classée bien évidemment ! ils ne sont vraiment pas sérieux et si vous ne vous renseigniez pas par message ils attendent sagement sans vous contacter pour vous informer d’un éventuel problème et pendant ce temps encaissent votre argent ! plus jamais chez eux et un conseil fuyez !","['commander', 'lavelinge', '27', 'novembre', 'apprendre', 'appeler', '18', 'décembre', 'aucun', 'nouveau', 'fournisseur', 'arrêter', 'fabrication', 'proposer', 'choisir', 'produit', 'remboursement', 'choisir', 'remboursement', '18', 'décembre', 'être', 'confirmer', '24', '2', 'janvier', 'rien', 'contact', 'paypal', 'abribat', 'émettre', 'remboursement', 'différé', 'valider', 'coup', 'rembourser', 'prendre', 'temps', 'argent', 'abus', 'confiance', 'venir', 'envoyer', 'message', 'devoir', 'ouvrir', 'ticket', 'affaire', 'classer', 'bien', 'évidemment', 'vraiment', 'sérieux', 'renseigner', 'message', 'attendre', 'sagement', 'contacter', 'informer', 'éventuel', 'problème', 'temps', 'encaisser', 'argent', 'jamais', 'conseil', 'fuir']"
pour terminer cet échange et rétablir des vérités : il s’agit de la deuxième fois où la livraison est emmenée à 35’ de mon domicile. les deux points relais ups que nous utilisons parfois sont à moins de 5’ et même accessibles à pied hors le vin a été porté dans une autre ville car le livreur devait passer par ce point relais pour d’autres colis j’imagine mais il ne s’agit en aucun cas du point relais le plus proche. en ce qui concerne la livraison vous devriez proposer une alternative aux clients qui ne raisonnent pas obligatoirement pour le « moins disant » mais plutôt pour le « meilleur service »… ups est notoirement incompétent pour les livraisons à domicile sauf peut-être pour des retraités peu actifs qui seraient plus souvent à leur domicile au cours de la journée….,neg,commentaire,pour terminer cet échange et rétablir des vérités : il s’agit de la deuxième fois où la livraison est emmenée à 35’ de mon domicile. les deux points relais ups que nous utilisons parfois sont à moins de 5’ et même accessibles à pied hors le vin a été porté dans une autre ville car le livreur devait passer par ce point relais pour d’autres colis j’imagine mais il ne s’agit en aucun cas du point relais le plus proche. en ce qui concerne la livraison vous devriez proposer une alternative aux clients qui ne raisonnent pas obligatoirement pour le « moins disant » mais plutôt pour le « meilleur service »… ups est notoirement incompétent pour les livraisons à domicile sauf peut-être pour des retraités peu actifs qui seraient plus souvent à leur domicile au cours de la journée….,"['terminer', 'échange', 'rétablir', 'vérité', 'agir', 'fois', 'livraison', 'emmener', '35', 'domicile', 'point', 'relai', 'ups', 'utiliser', '5', 'accessible', 'pied', 'vin', 'être', 'porter', 'ville', 'livreur', 'devoir', 'passer', 'point', 'reler', 'colis', 'imagine', 'agir', 'aucun', 'cas', 'point', 'reler', 'concerner', 'livraison', 'devoir', 'proposer', 'alternative', 'client', 'raisonner', 'obligatoirement', 'dire', 'meilleur', 'service', 'ups', 'notoiremer', 'incompétent', 'livraison', 'domicile', 'peutêtre', 'retraité', 'actif', 'domicile', 'cours', 'journée']"
"bonjour, j ai commandé un verre et des bouteilles de bière le 3 décembre - commande 2300109880. depuis aucune nouvelle malgré les mails et mes appels téléphoniques qui restent sans réponse. faute de réponse et de mail d’envoi sous deux jours, je demande le remboursement et porte plainte pour escroquerie.",neg,commentaire,"bonjour, j ai commandé un verre et des bouteilles de bière le 3 décembre - commande 2300109880. depuis aucune nouvelle malgré les mails et mes appels téléphoniques qui restent sans réponse. faute de réponse et de mail d’envoi sous deux jours, je demande le remboursement et porte plainte pour escroquerie.","['bonjour', 'j', 'commander', 'verre', 'bouteille', 'bière', '3', 'décembre', 'commande', '2300109880', 'aucun', 'nouvelle', 'mail', 'appel', 'téléphonique', 'réponse', 'faute', 'réponse', 'mail', 'envoi', 'jour', 'demande', 'remboursement', 'porte', 'plainte', 'escroquerie']"
"commande passée depuis maintenant 10j. pas de nouvelles, le numero de telephone est faux. service client injoignable et qui ne reponds pas. en revanche le prix de la commande a bien été encaissé. ca sent le site a à arnaque….",neg,commentaire,"commande passée depuis maintenant 10j. pas de nouvelles, le numero de telephone est faux. service client injoignable et qui ne reponds pas. en revanche le prix de la commande a bien été encaissé. ca sent le site a à arnaque….","['command', 'passer', '10j', 'nouveau', 'numero', 'telephone', 'faux', 'service', 'client', 'injoignable', 'repond', 'revanche', 'prix', 'commande', 'bien', 'être', 'encaisser', 'ca', 'site', 'arnaque']"
"expérience assez décevante  je reçois mon colis avec un article cassé. dans le colis figuré un document avec l’adresse mail à contacte en cas de soucis avec la commande. j’ai donc procédé comme indiquer. après plusieurs jours sans réponses j’ai décidé d’envoyer un mail directement en passant par le site. n’ayant toujours pas de retour j’ai téléphoné, on m’a dit qu’ils avaient bcp de demande à traiter qu’il fallait être patient. cela fait maintenant 15 jours que j’attend, avec 0 réponse par mail et à présent plus personne ne répond au téléphone !  je suis toujours dans l’attente à ce jour",neg,commentaire,"expérience assez décevante  je reçois mon colis avec un article cassé. dans le colis figuré un document avec l’adresse mail à contacte en cas de soucis avec la commande. j’ai donc procédé comme indiquer. après plusieurs jours sans réponses j’ai décidé d’envoyer un mail directement en passant par le site. n’ayant toujours pas de retour j’ai téléphoné, on m’a dit qu’ils avaient bcp de demande à traiter qu’il fallait être patient. cela fait maintenant 15 jours que j’attend, avec 0 réponse par mail et à présent plus personne ne répond au téléphone !  je suis toujours dans l’attente à ce jour","['expérience', 'décevant', 'recevoir', 'colis', 'article', 'cassé', 'colis', 'figurer', 'document', 'adresse', 'mail', 'contact', 'cas', 'souci', 'commande', 'procéder', 'indiquer', 'jour', 'réponse', 'décider', 'envoyer', 'mail', 'passer', 'site', 'téléphoner', 'bcp', 'demande', 'traiter', 'falloir', 'patient', '15', 'jour', 'attendre', '0', 'réponse', 'mail', 'présent', 'répondre', 'téléphone', 'attente', 'jour']"
galette pomme excellente la meilleure un régal !!!,pos,commentaire,galette pomme excellente la meilleure un régal !!!,"['galett', 'pomme', 'excellent', 'meilleur', 'régal']"
continue comme ça à être très aimable et serviable,pos,commentaire,continue comme ça à être très aimable et serviable,"['continuer', 'aimable', 'serviable']"
très bon magasin pour les amateurs de bonnes bières. les bières sont excellente comme l'accueil et les conseils du vendeur. n'hésitez pas à aller faire un tour,pos,commentaire,très bon magasin pour les amateurs de bonnes bières. les bières sont excellente comme l'accueil et les conseils du vendeur. n'hésitez pas à aller faire un tour,"['bon', 'magasin', 'amateur', 'bon', 'bière', 'bière', 'excellent', 'laccueil', 'conseil', 'vendeur', 'nhésiter', 'aller', 'faire', 'tour']"
fantastique,pos,commentaire,fantastique,['fantastique']
commande arrivée rapidement comme d’habitude,pos,commentaire,commande arrivée rapidement comme d’habitude,"['commande', 'arriver', 'rapidement', 'habitude']"
c’est ma deuxième commande et toujours parfait ! et le café est super bon allez y les yeux fermés !,pos,commentaire,c’est ma deuxième commande et toujours parfait ! et le café est super bon allez y les yeux fermés !,"['commande', 'parfaire', 'café', 'super', 'bon', 'allez', 'oeil', 'fermer']"
le site est très agréable. les produits sont de très bonnes qualités.,pos,commentaire,le site est très agréable. les produits sont de très bonnes qualités.,"['site', 'agréable', 'produit', 'bon', 'qualité']"
je peut pas dire grand chose vue ces la première fois j'achète apres ca fait quelques jour je le boit pour un début ca va. très bon goût,pos,commentaire,je peut pas dire grand chose vue ces la première fois j'achète apres ca fait quelques jour je le boit pour un début ca va. très bon goût,"['grand', 'chose', 'vue', 'fois', 'jachèt', 'ca', 'jour', 'boit', 'début', 'ca', 'bon', 'goût']"
les produits sont vraiment top et conviennent vraiment à mes attentes. je conseille fortement ! redonne vraiment un coup de punch ! livraison rapide et efficace,pos,commentaire,les produits sont vraiment top et conviennent vraiment à mes attentes. je conseille fortement ! redonne vraiment un coup de punch ! livraison rapide et efficace,"['produit', 'vraiment', 'top', 'convenir', 'vraiment', 'attente', 'conseiller', 'fortement', 'redonner', 'vraiment', 'coup', 'punch', 'livraison', 'rapide', 'efficace']"
"15€ la livraison chronopost le lendemain, non respectée et le site s’en fou royalement nous demandant d’aller nous, nous battre avec eux. anormal, j’achète quelque part c’est à eux de faire le nécessaire avec leur prestataire de transport. inadmissible.",neg,commentaire,"15€ la livraison chronopost le lendemain, non respectée et le site s’en fou royalement nous demandant d’aller nous, nous battre avec eux. anormal, j’achète quelque part c’est à eux de faire le nécessaire avec leur prestataire de transport. inadmissible.","['15', 'euro', 'livraison', 'chronopost', 'lendemain', 'non', 'respecter', 'site', 'fou', 'royalemer', 'demander', 'aller', 'battre', 'anormal', 'achèt', 'part', 'faire', 'nécessaire', 'prestataire', 'transport', 'inadmissible']"
livraison surprise le 24 décembre malgré l'affluence ! le boudin bien emballé et délicieux. merci 😊,pos,commentaire,livraison surprise le 24 décembre malgré l'affluence ! le boudin bien emballé et délicieux. merci :visage_souriant_avec_yeux_rieurs:,"['livraison', 'surprise', '24', 'décembre', 'laffluence', 'boudin', 'bien', 'emballer', 'délicieux', 'visagesouriantavecyeuxrieur']"
j'ai goûter le premier vin humm,pos,commentaire,j'ai goûter le premier vin humm,"['jai', 'goûter', 'vin', 'humm']"
"mon lave vaisselle rosière est le pire des laves vaisselle que j'ai eu. c'est une galère pour le mettre en marche, il lave très mal, il faut faire la vaisselle manuellement avant ou après. je crois qu'il va partir à la déchèterie.",neg,commentaire,"mon lave vaisselle rosière est le pire des laves vaisselle que j'ai eu. c'est une galère pour le mettre en marche, il lave très mal, il faut faire la vaisselle manuellement avant ou après. je crois qu'il va partir à la déchèterie.","['lave', 'vaissell', 'rosièr', 'pire', 'lave', 'vaisselle', 'jai', 'cest', 'galère', 'mettre', 'marche', 'lave', 'mal', 'falloir', 'faire', 'vaisselle', 'manuellemer', 'croire', 'quil', 'partir', 'déchèterie']"
"argent envoyé, produit jamais envoyé",neg,commentaire,"argent envoyé, produit jamais envoyé","['argent', 'envoyer', 'produit', 'jamais', 'envoyer']"
"suite à mon précèdent message, j'ai réussi à les joindre par mail uniquement car pas de numéro de tel qui fonctionne. j'ai donc reçu la mauvaise machine mais dans le bon carton ... allez comprendre!!!! et en plus une d'occasion ou en réparation , c'est super pour le client qui attend sa machine en réparation, il ne risque pas de la retrouver et si le sav ils la renvoient dans l'état que je l ai reçu bin franchement c'est se f... de la gueule du monde a ce jour ils me proposent de l'avoir mais pas avant 3 semaines car plus en stock !! jai donc demander le remboursement j'espère l'avoir rapidement. je ne recommanderai plus sur ce site.",neg,commentaire,"suite à mon précèdent message, j'ai réussi à les joindre par mail uniquement car pas de numéro de tel qui fonctionne. j'ai donc reçu la mauvaise machine mais dans le bon carton ... allez comprendre!!!! et en plus une d'occasion ou en réparation , c'est super pour le client qui attend sa machine en réparation, il ne risque pas de la retrouver et si le sav ils la renvoient dans l'état que je l ai reçu bin franchement c'est se f... de la gueule du monde a ce jour ils me proposent de l'avoir mais pas avant 3 semaines car plus en stock !! jai donc demander le remboursement j'espère l'avoir rapidement. je ne recommanderai plus sur ce site.","['suite', 'précèdent', 'message', 'jai', 'réussir', 'joindre', 'mail', 'uniquement', 'numéro', 'fonctionner', 'jai', 'recevoir', 'mauvais', 'machine', 'bon', 'carton', 'aller', 'comprendre', 'doccasion', 'réparation', 'cest', 'super', 'client', 'attendre', 'machine', 'réparation', 'risque', 'retrouver', 'sav', 'renvoient', 'létat', 'l', 'recevoir', 'bin', 'franchement', 'cest', 'f', 'gueule', 'monde', 'jour', 'proposer', 'lavoir', '3', 'semaine', 'stock', 'jai', 'demander', 'remboursement', 'jespère', 'lavoir', 'rapidement', 'recommander', 'site']"
"livraison dans les délais toutefois il serait bien que le transporteur donne une tranche horaire (au moins matinée ou apres midi), plutot que toute la journée à attendre",pos,commentaire,"livraison dans les délais toutefois il serait bien que le transporteur donne une tranche horaire (au moins matinée ou apres midi), plutot que toute la journée à attendre","['livraison', 'délai', 'toutefois', 'bien', 'transporteur', 'donne', 'tranche', 'horaire', 'matiner', 'midi', 'journée', 'attendre']"
toujours très bon produits après plusieurs commandes effectuées toujours satisfait envoi rapide et suivi de commande très bon marchands de confiance,pos,commentaire,toujours très bon produits après plusieurs commandes effectuées toujours satisfait envoi rapide et suivi de commande très bon marchands de confiance,"['bon', 'produire', 'commande', 'effectuer', 'satisfait', 'envoi', 'rapide', 'suivre', 'commande', 'bon', 'marchand', 'confiance']"
très bon site commande reçu parfaitement à l heure,pos,commentaire,très bon site commande reçu parfaitement à l heure,"['bon', 'site', 'commande', 'recevoir', 'parfaitement', 'l', 'heure']"
tout était parfait,pos,commentaire,tout était parfait,['parfaire']
bien mais trop souvent des manquants dommage..,neg,commentaire,bien mais trop souvent des manquants dommage..,"['bien', 'trop', 'manquant', 'dommage']"
belle photo reproduite sur la pâte à sucre mais soucis avec la livraison dont mon image est fissurée et gros retard.,pos,commentaire,belle photo reproduite sur la pâte à sucre mais soucis avec la livraison dont mon image est fissurée et gros retard.,"['bel', 'photo', 'reproduire', 'pâte', 'sucre', 'souci', 'livraison', 'image', 'fissurer', 'gros', 'retard']"
ce n'est que pub a fuir,neg,commentaire,ce n'est que pub a fuir,"['nest', 'pub', 'fuir']"
chocolat de qualité,pos,commentaire,chocolat de qualité,"['chocolat', 'qualité']"
"j'ai eu l'occasion d'acheter des vins chez vinatis à diverses reprises depuis plusieurs années et, chaque fois, j'ai été très satisfait tant par la qualité des vins que par les services rendus. je recommande donc ce caviste à tous les amateurs",pos,commentaire,"j'ai eu l'occasion d'acheter des vins chez vinatis à diverses reprises depuis plusieurs années et, chaque fois, j'ai été très satisfait tant par la qualité des vins que par les services rendus. je recommande donc ce caviste à tous les amateurs","['jai', 'loccasion', 'dacheter', 'vin', 'vinati', 'reprise', 'année', 'fois', 'jai', 'être', 'satisfait', 'qualité', 'vin', 'service', 'rendre', 'recommander', 'caviste', 'amateur']"
"la qualité de l'impression sur l'azime est d'une très bonne qualité. le service client est au top, la personne qui m'a répondu au téléphone m'a même aidé à la conception du décor. un grand merci, je recommande à 100%",pos,commentaire,"la qualité de l'impression sur l'azime est d'une très bonne qualité. le service client est au top, la personne qui m'a répondu au téléphone m'a même aidé à la conception du décor. un grand merci, je recommande à 100%","['qualité', 'limpression', 'lazime', 'dune', 'bon', 'qualité', 'service', 'client', 'top', 'répondu', 'téléphone', 'aider', 'conception', 'décor', 'grand', 'recommander', '100']"
très bonne écoute de maxicoffee pour le suivi de la livraison d’une commande par colissimo. merci mme duong,pos,commentaire,très bonne écoute de maxicoffee pour le suivi de la livraison d’une commande par colissimo. merci mme duong,"['bon', 'écoute', 'maxicoffee', 'suivi', 'livraison', 'commande', 'colissimo', 'mme', 'duong']"
"commande arrivée très vite, efficace, produits très bien emballés, très satisfaite !",pos,commentaire,"commande arrivée très vite, efficace, produits très bien emballés, très satisfaite !","['commande', 'arriver', 'vite', 'efficace', 'produire', 'bien', 'emballer', 'satisfait']"
"bonjour de qui vous moquez vous lorsque vous proposez une mini buche au chocolat en part individuel qui mesure 6 cm de longueur à plus de 3 euros ça donne juste l’impression en la voyant en vitrine que le nain de noël qui ce trouve sur la buche en mode déco à eu pour mission de la sectionnée en deux. du coup je n'en ai pas acheté car vraiment la c'est ce moquer du monde, c'est fini je n'engraisserai plus mr paul",neg,commentaire,"bonjour de qui vous moquez vous lorsque vous proposez une mini buche au chocolat en part individuel qui mesure 6 cm de longueur à plus de 3 euros ça donne juste l’impression en la voyant en vitrine que le nain de noël qui ce trouve sur la buche en mode déco à eu pour mission de la sectionnée en deux. du coup je n'en ai pas acheté car vraiment la c'est ce moquer du monde, c'est fini je n'engraisserai plus mr paul","['bonjour', 'moquer', 'proposer', 'mini', 'buch', 'chocolat', 'part', 'individuel', 'mesure', '6', 'cm', 'longueur', '3', 'euro', 'donne', 'impression', 'voir', 'vitrine', 'nain', 'noël', 'trouve', 'buche', 'mode', 'déco', 'mission', 'sectionnée', 'coup', 'nen', 'acheter', 'vraiment', 'cest', 'moquer', 'monde', 'cest', 'finir', 'nengraisserer', 'mr', 'paul']"
"commande et expédition bien gèrées. très agréablement surpris par la qualité des vins d'assemblage (médoc, montagne saint-emilion). graves quelque peu en retrait. les vins de producteurs (château la fon du berger et rocher gardat) sont d'un bon rapport qualité prix. pour ma première commande, je suis satisfait et reviendrai.",pos,commentaire,"commande et expédition bien gèrées. très agréablement surpris par la qualité des vins d'assemblage (médoc, montagne saint-emilion). graves quelque peu en retrait. les vins de producteurs (château la fon du berger et rocher gardat) sont d'un bon rapport qualité prix. pour ma première commande, je suis satisfait et reviendrai.","['commande', 'expédition', 'bien', 'gèrer', 'agréablement', 'surprendre', 'qualité', 'vin', 'dassemblage', 'médoc', 'montagn', 'saintemilion', 'grave', 'retraire', 'vin', 'producteur', 'château', 'fon', 'berger', 'rocher', 'gardat', 'dun', 'bon', 'rapport', 'qualité', 'prix', 'command', 'satisfait', 'revenir']"
"aussitôt commandé, aussitôt réceptionné ! parfait, merci beaucoup pour votre rapidité.",pos,commentaire,"aussitôt commandé, aussitôt réceptionné ! parfait, merci beaucoup pour votre rapidité.","['aussitôt', 'commander', 'aussitôt', 'réceptionner', 'parfaire', 'beaucoup', 'rapidité']"
très bons chocolats !! livraison rapide! je recommande vivement.,pos,commentaire,très bons chocolats !! livraison rapide! je recommande vivement.,"['bon', 'chocolat', 'livraison', 'rapide', 'recommander', 'vivement']"
"comme d’autre avant moi, le goût et l’odeur de poudre est horrible à avaler. le concept est cool, mais déçu une fois le sachet réhydraté",neg,commentaire,"comme d’autre avant moi, le goût et l’odeur de poudre est horrible à avaler. le concept est cool, mais déçu une fois le sachet réhydraté","['goût', 'odeur', 'poudre', 'horrible', 'avaler', 'concept', 'cool', 'décevoir', 'fois', 'sachet', 'réhydrater']"
"le colis est arrivé dans un mauvaise état ( sac de terreau déchiré), j'ai porte réclamation sur le site est aucune réponse...",neg,commentaire,"le colis est arrivé dans un mauvaise état ( sac de terreau déchiré), j'ai porte réclamation sur le site est aucune réponse...","['colis', 'arriver', 'mauvais', 'état', 'sac', 'terreau', 'déchiré', 'jai', 'porte', 'réclamation', 'site', 'aucun', 'réponse']"
très bon vendeur de plus envoi très rapide.,pos,commentaire,très bon vendeur de plus envoi très rapide.,"['bon', 'vendeur', 'envoi', 'rapide']"
"déjà le bouchon est impossible a dévisser sans l'aide d'une pince, ensuite la bouteille est molle le plastique est trop fin, débordement des verres garantie.... très mauvaise expérience dès la première bouteille et encore cinq a boire ..... il y a bien d'autres marque plus agréable à manipuler.",neg,commentaire,"déjà le bouchon est impossible a dévisser sans l'aide d'une pince, ensuite la bouteille est molle le plastique est trop fin, débordement des verres garantie.... très mauvaise expérience dès la première bouteille et encore cinq a boire ..... il y a bien d'autres marque plus agréable à manipuler.","['bouchon', 'impossible', 'dévisser', 'laide', 'dune', 'pince', 'ensuite', 'bouteille', 'mou', 'plastique', 'trop', 'fin', 'débordemer', 'verre', 'garantir', 'mauvais', 'expérience', 'bouteille', 'boire', 'bien', 'dautre', 'marque', 'agréable', 'manipuler']"
"j'ai acheté à cette entreprise deux bouteilles de champagne ruinard , présentées sur le site en un beau coffret cadeau , ce qui a motivé mon achat pour les fêtes. j'ai reçu les 2 bouteilles sans les coffrets et je trouve qu'il y a tromperie et présentation tendancieuse du produit pour attirer la clientèle.  suite à votre réponse : si vous trouvez ma réaction disproportionnée , c'est qu'elle est à la hauteur de ma déception .d'autre part, je connais peu de gens qui consultent les cgv avant d'acheter deux bouteilles de champagne .",neg,commentaire,"j'ai acheté à cette entreprise deux bouteilles de champagne ruinard , présentées sur le site en un beau coffret cadeau , ce qui a motivé mon achat pour les fêtes. j'ai reçu les 2 bouteilles sans les coffrets et je trouve qu'il y a tromperie et présentation tendancieuse du produit pour attirer la clientèle.  suite à votre réponse : si vous trouvez ma réaction disproportionnée , c'est qu'elle est à la hauteur de ma déception .d'autre part, je connais peu de gens qui consultent les cgv avant d'acheter deux bouteilles de champagne .","['jai', 'acheter', 'entreprise', 'bouteille', 'champagne', 'ruinard', 'présenter', 'site', 'beau', 'coffret', 'cadeau', 'motiver', 'achat', 'fête', 'jai', 'recevoir', '2', 'bouteille', 'coffret', 'trouver', 'quil', 'tromperi', 'présentation', 'tendancieux', 'produit', 'attirer', 'clientèle', 'suite', 'réponse', 'trouver', 'réaction', 'disproportionner', 'cest', 'hauteur', 'déception', 'dautr', 'part', 'connaître', 'consulter', 'cgv', 'dacheter', 'bouteille', 'champagne']"
"je suis cliente depuis de nombreuses années, les produits sont d'excellente qualité. les commandes sont livrées rapidement. le site est très bien fait.",pos,commentaire,"je suis cliente depuis de nombreuses années, les produits sont d'excellente qualité. les commandes sont livrées rapidement. le site est très bien fait.","['client', 'année', 'produit', 'dexcellent', 'qualité', 'commande', 'livrer', 'rapidement', 'site', 'bien']"
"excellent site, sérieux, prix contenus, choix intéressant",pos,commentaire,"excellent site, sérieux, prix contenus, choix intéressant","['excellent', 'site', 'sérieux', 'prix', 'contenir', 'choix', 'intéressant']"
"accueil très sympathique par téléphone, très à l'écoute et de bon conseil. livraison en temps et conforme à la commande c'est que du bon... 😊",pos,commentaire,"accueil très sympathique par téléphone, très à l'écoute et de bon conseil. livraison en temps et conforme à la commande c'est que du bon... :visage_souriant_avec_yeux_rieurs:","['accueil', 'sympathique', 'téléphone', 'lécoute', 'bon', 'conseil', 'livraison', 'temps', 'conforme', 'commande', 'cest', 'bon', 'visagesouriantavecyeuxrieur']"
"bonjour, je suis déçue du service commercial j'ai fait une erreur en validant le panier un samedi soir. j'ai tout de suite envoyé un mail pour modifier la commande. comme c'était le we j'ai appelé le lundi matin dès l'ouverture, j'ai laissé un message. pas de réponse. j'ai rappelé en fin de matinée mais la seule réponse a été que c'était trop tard pour modifié !",neg,commentaire,"bonjour, je suis déçue du service commercial j'ai fait une erreur en validant le panier un samedi soir. j'ai tout de suite envoyé un mail pour modifier la commande. comme c'était le we j'ai appelé le lundi matin dès l'ouverture, j'ai laissé un message. pas de réponse. j'ai rappelé en fin de matinée mais la seule réponse a été que c'était trop tard pour modifié !","['bonjour', 'décevoir', 'service', 'commercial', 'jai', 'erreur', 'valider', 'panier', 'samedi', 'soir', 'jai', 'suite', 'envoyer', 'mail', 'modifier', 'commande', 'céter', 'we', 'jai', 'appeler', 'lundi', 'matin', 'louverture', 'jai', 'laisser', 'message', 'réponse', 'jai', 'rappeler', 'fin', 'matinée', 'réponse', 'être', 'céter', 'trop', 'tard', 'modifier']"
après 7 jours je n'ai pas recu mon compte. dans le site ups.com la bouteille est en italie depuis le 25 septembre!,neg,commentaire,après 7 jours je n'ai pas recu mon compte. dans le site ups.com la bouteille est en italie depuis le 25 septembre!,"['7', 'jour', 'nai', 'recu', 'compte', 'site', 'upscom', 'bouteille', 'italie', '25', 'septembre']"
"envoi rapide et soigné, j'ai hâte de goûter à la bouteille d'umeshu!",pos,commentaire,"envoi rapide et soigné, j'ai hâte de goûter à la bouteille d'umeshu!","['envoi', 'rapide', 'soigner', 'jai', 'hâter', 'goûter', 'bouteill', 'dumeshu']"
"pains variés, très bons, bonne conservation. très pratique au quotidien la brioche est également très bonne.",pos,commentaire,"pains variés, très bons, bonne conservation. très pratique au quotidien la brioche est également très bonne.","['pain', 'varier', 'bon', 'bon', 'conservation', 'pratique', 'quotidien', 'brioche', 'bon']"
envoi très rapide et hyper soigné,pos,commentaire,envoi très rapide et hyper soigné,"['envoi', 'rapide', 'hyper', 'soigner']"
j'avais demandé un emballage cadeau que j'ai payé et que je n'ai pas reçu.,neg,commentaire,j'avais demandé un emballage cadeau que j'ai payé et que je n'ai pas reçu.,"['javai', 'demander', 'emballage', 'cadeau', 'jai', 'payer', 'nai', 'recevoir']"
"expédition rapide, rembourrage plus que correct pour protéger les bouteilles (viré-clissé et shyrus) 👍",pos,commentaire,"expédition rapide, rembourrage plus que correct pour protéger les bouteilles (viré-clissé et shyrus) :pouce_vers_le_haut:","['expédition', 'rapide', 'rembourrage', 'correct', 'protéger', 'bouteille', 'viréclisser', 'shyru', 'pouceverslehaut']"
"mensonge sur le delai de livraison. aucun effort pour trouver des solutions. la pompe devait arriver lundi ( verifier avant l'achat), elle a été livrer le vendredi.",neg,commentaire,"mensonge sur le delai de livraison. aucun effort pour trouver des solutions. la pompe devait arriver lundi ( verifier avant l'achat), elle a été livrer le vendredi.","['mensong', 'delai', 'livraison', 'aucun', 'effort', 'trouver', 'solution', 'pompe', 'devoir', 'arriver', 'lundi', 'verifier', 'lachat', 'être', 'livrer', 'vendredi']"
pour une raison que j’ignore le livreur n’a pas pu me joindre en arrivant a mon domicile. dans les deux qui ont suivi j’ai recu un email m’informant du probleme. comme il y avait les coordonnées tel. sur l’email j’ai rappelé et la personne que j’ai eue m’ a explique le probleme et a reprogrammé la livraison pour deux heure plus tard. j’ai rarement vu une efficacité une amabilité et une gentillesse pareilles.  toutes mes félicitations a coquetelers. une adresse a retenir.,pos,commentaire,pour une raison que j’ignore le livreur n’a pas pu me joindre en arrivant a mon domicile. dans les deux qui ont suivi j’ai recu un email m’informant du probleme. comme il y avait les coordonnées tel. sur l’email j’ai rappelé et la personne que j’ai eue m’ a explique le probleme et a reprogrammé la livraison pour deux heure plus tard. j’ai rarement vu une efficacité une amabilité et une gentillesse pareilles.  toutes mes félicitations a coquetelers. une adresse a retenir.,"['raison', 'ignorer', 'livreur', 'joindre', 'arriver', 'domicile', 'suivre', 'recu', 'e-mail', 'informer', 'probleme', 'coordonnée', 'e-mail', 'rappeler', 'avoir', 'm', 'expliquer', 'probleme', 'reprogrammer', 'livraison', 'heure', 'tard', 'rarement', 'efficacité', 'amabilité', 'gentillesse', 'pareil', 'félicitation', 'coquetelers', 'adresse', 'retenir']"
